1.000000000000000000e+00,1.668844483797982114e-02,1.497965764741188664e-02,3.179830666473788814e-02,6.959897137694598390e-02,4.738306430453068790e-02,6.853280569479787421e-02,3.665285066483672111e-02,2.387232047888749459e-02,4.834349595664895471e-02,2.438192307760194896e-02
1.668844483797982114e-02,1.000000000000000000e+00,1.004787989008316257e-02,7.972278063462798561e-03,3.655884862706480776e-02,4.327781146649119920e-02,1.632273484517048415e-02,9.721445446742783825e-03,4.223577032206220910e-02,1.160083889280613331e-02,6.509952486291902853e-03
1.497965764741188664e-02,1.004787989008316257e-02,1.000000000000000000e+00,9.031257548923483924e-03,2.470224496725107952e-02,2.886912764450141194e-02,2.144962851682077204e-02,4.665634759640553686e-02,2.151015855664709098e-02,2.415337156267150995e-02,3.636932454680444349e-02
3.179830666473788814e-02,7.972278063462798561e-03,9.031257548923483924e-03,1.000000000000000000e+00,5.517728096356810941e-02,5.963854705067933581e-02,3.013652653486255037e-02,1.710774633078269644e-02,2.623701157936727396e-02,2.210071609179872082e-02,1.357335631233027272e-02
6.959897137694598390e-02,3.655884862706480776e-02,2.470224496725107952e-02,5.517728096356810941e-02,1.000000000000000000e+00,7.005232914656445153e-02,7.510056176647980641e-02,3.555205857658409740e-02,3.045558751628475724e-02,3.935752302789800178e-02,4.215322749252357892e-02
4.738306430453068790e-02,4.327781146649119920e-02,2.886912764450141194e-02,5.963854705067933581e-02,7.005232914656445153e-02,1.000000000000000000e+00,5.556834425032718128e-02,1.683607967803164504e-02,1.645232911700164058e-01,1.815701738114796487e-02,3.644589357491867521e-02
6.853280569479787421e-02,1.632273484517048415e-02,2.144962851682077204e-02,3.013652653486255037e-02,7.510056176647980641e-02,5.556834425032718128e-02,1.000000000000000000e+00,6.969396519986989502e-02,1.255722718175541000e-02,5.180940177215849485e-02,4.560198201980899396e-02
3.665285066483672111e-02,9.721445446742783825e-03,4.665634759640553686e-02,1.710774633078269644e-02,3.555205857658409740e-02,1.683607967803164504e-02,6.969396519986989502e-02,1.000000000000000000e+00,4.564119245750879877e-03,1.697635241088567976e-02,7.229367981186696213e-02
2.387232047888749459e-02,4.223577032206220910e-02,2.151015855664709098e-02,2.623701157936727396e-02,3.045558751628475724e-02,1.645232911700164058e-01,1.255722718175541000e-02,4.564119245750879877e-03,1.000000000000000000e+00,5.193099389651276154e-03,6.788946085966518322e-03
4.834349595664895471e-02,1.160083889280613331e-02,2.415337156267150995e-02,2.210071609179872082e-02,3.935752302789800178e-02,1.815701738114796487e-02,5.180940177215849485e-02,1.697635241088567976e-02,5.193099389651276154e-03,1.000000000000000000e+00,2.258560962367187064e-02
2.438192307760194896e-02,6.509952486291902853e-03,3.636932454680444349e-02,1.357335631233027272e-02,4.215322749252357892e-02,3.644589357491867521e-02,4.560198201980899396e-02,7.229367981186696213e-02,6.788946085966518322e-03,2.258560962367187064e-02,1.000000000000000000e+00
