1.000000000000000000e+00,1.854734739006138472e-02,1.883491612410702343e-02,2.935338722488102167e-02,7.496384236936812218e-02,5.359211402590963874e-02,7.580144153925028050e-02,4.000746031924531237e-02,2.438622513127795474e-02,5.627599116852988193e-02,3.141480308905291591e-02
1.854734739006138472e-02,1.000000000000000000e+00,5.678586866174586273e-03,1.058279110947991236e-02,4.010352991358392960e-02,3.888748148856838865e-02,1.976286519455018598e-02,1.622583274898044270e-02,4.357839863181822704e-02,1.847252714092197448e-02,1.041681093842587377e-02
1.883491612410702343e-02,5.678586866174586273e-03,1.000000000000000000e+00,8.111519505893402884e-03,3.237818912977542124e-02,2.765309909486515436e-02,2.629618915758291306e-02,5.158287761977611158e-02,2.313662153685440426e-02,2.922493707674251456e-02,4.066796035590457270e-02
2.935338722488102167e-02,1.058279110947991236e-02,8.111519505893402884e-03,1.000000000000000000e+00,5.205135085080130064e-02,6.464015196613688563e-02,3.998256068593915302e-02,1.689551947204414803e-02,2.609832390935079571e-02,2.529868348497569391e-02,1.225269889132455346e-02
7.496384236936812218e-02,4.010352991358392960e-02,3.237818912977542124e-02,5.205135085080130064e-02,1.000000000000000000e+00,8.234521623245374955e-02,8.790000142966281071e-02,3.937596161182465443e-02,3.889786332953315551e-02,4.669844120617967775e-02,5.126224158031601752e-02
5.359211402590963874e-02,3.888748148856838865e-02,2.765309909486515436e-02,6.464015196613688563e-02,8.234521623245374955e-02,1.000000000000000000e+00,6.708718059683779766e-02,1.982939497881290591e-02,1.812407039984400003e-01,2.333906189982485821e-02,4.496821365636335943e-02
7.580144153925028050e-02,1.976286519455018598e-02,2.629618915758291306e-02,3.998256068593915302e-02,8.790000142966281071e-02,6.708718059683779766e-02,1.000000000000000000e+00,6.935822004793748552e-02,1.449091288959987109e-02,6.439694075812164853e-02,4.891626893564945955e-02
4.000746031924531237e-02,1.622583274898044270e-02,5.158287761977611158e-02,1.689551947204414803e-02,3.937596161182465443e-02,1.982939497881290591e-02,6.935822004793748552e-02,1.000000000000000000e+00,5.410514534650382942e-03,2.170352303575488057e-02,7.982741549237565293e-02
2.438622513127795474e-02,4.357839863181822704e-02,2.313662153685440426e-02,2.609832390935079571e-02,3.889786332953315551e-02,1.812407039984400003e-01,1.449091288959987109e-02,5.410514534650382942e-03,1.000000000000000000e+00,6.703020342127385088e-03,6.774337017287983612e-03
5.627599116852988193e-02,1.847252714092197448e-02,2.922493707674251456e-02,2.529868348497569391e-02,4.669844120617967775e-02,2.333906189982485821e-02,6.439694075812164853e-02,2.170352303575488057e-02,6.703020342127385088e-03,1.000000000000000000e+00,2.783911680608480363e-02
3.141480308905291591e-02,1.041681093842587377e-02,4.066796035590457270e-02,1.225269889132455346e-02,5.126224158031601752e-02,4.496821365636335943e-02,4.891626893564945955e-02,7.982741549237565293e-02,6.774337017287983612e-03,2.783911680608480363e-02,1.000000000000000000e+00
