1.000000000000000000e+00,2.644286384803182580e-02,2.794875062438549607e-02,5.564937688879809108e-02,1.141272136519150132e-01,7.627323527922261204e-02,1.105399711236946664e-01,5.078773619736563771e-02,4.138226696960307233e-02,7.589187330646188223e-02,4.448293974783875532e-02
2.644286384803182580e-02,1.000000000000000000e+00,1.244901411079442702e-02,1.283984824977459430e-02,6.354204857742035140e-02,5.722646731545047438e-02,3.329396655466622390e-02,2.017945524794840031e-02,4.980742956866553856e-02,2.404508651086152346e-02,1.750443586399010737e-02
2.794875062438549607e-02,1.244901411079442702e-02,1.000000000000000000e+00,1.713604082134928541e-02,4.517406694707216952e-02,4.318060790403641103e-02,4.115579119771422406e-02,6.806962615080695833e-02,3.209798479995174675e-02,3.804349638022828939e-02,5.580291980940133012e-02
5.564937688879809108e-02,1.283984824977459430e-02,1.713604082134928541e-02,1.000000000000000000e+00,9.131286105542391063e-02,9.048502216322999725e-02,5.846240361918887685e-02,2.764995008713601668e-02,4.090954474294292154e-02,4.017500434884407889e-02,2.396504969848730487e-02
1.141272136519150132e-01,6.354204857742035140e-02,4.517406694707216952e-02,9.131286105542391063e-02,1.000000000000000000e+00,1.172295622702648893e-01,1.234989325071852856e-01,5.860267941986560536e-02,6.065328455085718107e-02,6.997059495883782565e-02,7.216000171007433406e-02
7.627323527922261204e-02,5.722646731545047438e-02,4.318060790403641103e-02,9.048502216322999725e-02,1.172295622702648893e-01,1.000000000000000000e+00,8.846301166505854408e-02,2.926668586902030078e-02,2.357704008875246005e-01,3.771011076162494174e-02,6.496062615161914133e-02
1.105399711236946664e-01,3.329396655466622390e-02,4.115579119771422406e-02,5.846240361918887685e-02,1.234989325071852856e-01,8.846301166505854408e-02,1.000000000000000000e+00,8.405229543069925313e-02,2.274313142852367464e-02,9.144061166529124374e-02,7.330367804195804526e-02
5.078773619736563771e-02,2.017945524794840031e-02,6.806962615080695833e-02,2.764995008713601668e-02,5.860267941986560536e-02,2.926668586902030078e-02,8.405229543069925313e-02,1.000000000000000000e+00,1.181295516912625812e-02,3.542792000479661613e-02,1.066252729274934780e-01
4.138226696960307233e-02,4.980742956866553856e-02,3.209798479995174675e-02,4.090954474294292154e-02,6.065328455085718107e-02,2.357704008875246005e-01,2.274313142852367464e-02,1.181295516912625812e-02,1.000000000000000000e+00,1.232828053572919760e-02,1.377364437841113558e-02
7.589187330646188223e-02,2.404508651086152346e-02,3.804349638022828939e-02,4.017500434884407889e-02,6.997059495883782565e-02,3.771011076162494174e-02,9.144061166529124374e-02,3.542792000479661613e-02,1.232828053572919760e-02,1.000000000000000000e+00,4.376313565748170265e-02
4.448293974783875532e-02,1.750443586399010737e-02,5.580291980940133012e-02,2.396504969848730487e-02,7.216000171007433406e-02,6.496062615161914133e-02,7.330367804195804526e-02,1.066252729274934780e-01,1.377364437841113558e-02,4.376313565748170265e-02,1.000000000000000000e+00
